1-2;Estructural;Fragmentada;Viruta;Bote_Fragmentado;Escarpa;Conos_y_Tortas;ARRABIO;1-2_Importacion;Estanada;Otras_Chatarras;Cargo_Total;SalidaHornoCucharaTemp;TiempoOnTotal;TiempoOffTotal;OxigenoMecheros;GasMecheros;GrafitoTotal;OxigenCojetTotal;SecuenciaEsPrimera_num;PotenciaActiva
83.631;12.307;20.648;12.252;5.215;0.0;0.0;0.0;0.0;5.523;0.0;139.577;1583.8;2343;68;95;0;312;2623;0;47610
79.683;13.465;23.733;11.889;4.204;0.0;0.0;0.0;0.0;6.286;0.0;139.262;1577.0;2295;68;89;0;301;2606;0;47595
79.49;14.64;25.613;12.07;3.214;0.0;0.0;0.0;0.0;4.7;0.0;139.727;1583.9;2346;286;101;0;297;2625;0;47580
76.766;12.956;25.907;12.81;4.992;0.0;0.0;0.0;0.0;4.938;0.0;138.37;1573.1;2289;65;77;0;290;2569;0;47550
81.249;14.2;21.589;12.199;4.987;0.0;0.0;0.0;0.0;4.8;0.0;139.023;1577.5;2371;65;92;0;193;2651;0;47550
63.729;13.476;31.031;13.074;4.878;0.0;0.0;0.0;0.0;4.613;0.0;130.799;1568.3;2275;60;93;28;144;2676;0;47205
79.272;12.664;27.032;10.451;5.58;0.0;0.0;0.0;0.0;3.021;0.0;138.022;1585.6;2346;62;100;31;96;2583;0;47550
79.26;11.072;26.902;13.901;2.241;0.0;0.0;0.0;0.0;4.846;0.0;138.223;1567.8;2281;1981;119;30;264;2433;0;46050
83.063;11.879;26.329;12.286;0.0;0.0;0.0;0.0;0.0;4.716;0.0;138.272;1587.3;2422;164;103;30;263;2701;0;49035
75.523;11.905;27.623;13.056;6.659;0.0;0.0;0.0;0.0;3.948;0.0;138.715;1570.1;2317;62;76;7;196;2595;0;47565
81.254;14.061;20.624;13.339;3.965;0.0;0.0;0.0;0.0;5.284;0.0;138.525;1572.8;2393;127;62;0;246;2809;0;47535
75.501;12.351;25.37;14.06;3.043;0.0;0.0;0.0;0.0;7.804;0.0;138.127;1576.4;2253;144;54;0;183;2882;0;47550
79.058;11.012;25.334;13.61;3.176;0.0;0.0;0.0;0.0;6.627;0.0;138.818;1576.3;2312;105;57;0;151;2759;0;47880
78.796;10.822;29.674;11.566;4.245;0.0;0.0;0.0;0.0;3.834;0.0;138.936;1592.2;2227;519;70;0;264;2719;0;47550
79.932;12.328;26.433;9.907;4.432;0.0;0.0;0.0;0.0;4.786;0.0;137.819;1584.6;2239;62;66;0;235;2790;0;47535
72.502;12.65;29.272;13.011;4.396;0.0;0.0;0.0;0.0;6.88;0.0;138.71;1588.2;2393;350;75;0;327;2858;0;48930
71.126;15.831;23.404;13.035;9.082;0.0;0.0;0.0;0.0;5.127;0.0;137.605;1592.6;2309;83;78;0;264;2703;0;47025
77.433;11.426;28.917;10.112;4.342;0.0;0.0;0.0;0.0;5.966;0.0;138.197;1591.0;2320;62;88;0;308;2806;0;47580
71.033;16.892;28.84;11.607;4.47;0.0;0.0;0.0;0.0;5.084;0.0;137.928;1592.2;2230;460;101;0;319;2751;0;47280
75.944;13.166;27.8;9.247;5.019;0.0;0.0;0.0;0.0;6.716;0.0;137.894;1585.6;2267;65;96;0;301;2767;0;47490
73.77;15.463;23.959;12.731;4.035;0.0;0.0;0.0;0.0;2.967;0.0;132.926;1575.2;2346;71;103;0;236;2874;0;47535
73.77;15.463;23.959;12.731;4.035;0.0;0.0;0.0;0.0;2.967;0.0;132.926;1575.2;2346;71;103;0;236;2874;0;47535
73.77;15.463;23.959;12.731;4.035;0.0;0.0;0.0;0.0;2.967;0.0;132.926;1575.2;2346;71;103;0;236;2874;0;47535
70.868;12.024;26.989;11.959;6.113;0.0;0.0;0.0;0.0;5.422;0.0;133.377;1575.4;2264;2544;204;0;299;2669;0;47685
81.107;9.724;23.018;10.371;7.342;0.0;0.0;0.0;0.0;7.688;0.0;139.248;1569.6;2270;93;109;0;294;2726;0;47550
84.183;13.677;21.036;11.941;4.67;0.0;0.0;0.0;0.0;4.122;0.0;139.628;1567.7;2264;555;126;0;264;2719;0;47595
77.941;12.891;22.281;15.901;5.177;0.0;0.0;0.0;0.0;5.43;0.0;139.62;1569.6;2250;65;104;0;321;2687;0;47070
79.93;11.595;22.449;13.417;6.459;0.0;0.0;0.0;0.0;5.047;0.0;138.896;1575.3;2177;135;102;0;279;2877;0;47415
84.239;10.725;22.165;13.485;4.073;0.0;0.0;0.0;0.0;4.846;0.0;139.534;1610.4;2182;477;113;0;242;2674;1;47085
88.497;8.576;25.691;13.039;3.86;0.0;0.0;0.0;0.0;0.0;0.0;139.663;1592.4;2208;65;110;0;263;2720;0;47145
83.496;11.131;20.843;10.703;8.272;0.0;0.0;0.0;0.0;5.257;0.0;139.703;1592.2;2242;525;85;0;349;3319;0;47085
85.763;11.692;16.899;12.326;6.616;0.0;0.0;0.0;0.0;5.281;0.0;138.577;1622.2;2258;91;91;0;266;2844;0;47535
86.443;11.126;20.022;9.14;5.275;0.0;0.0;0.0;0.0;6.941;0.0;138.948;1611.1;2334;11301;265;10;348;2645;0;49065
77.46;12.225;25.928;12.402;4.971;0.0;0.0;0.0;0.0;5.199;0.0;138.184;1598.64;2303;178;102;27;200;2769;0;47040
77.683;12.236;25.688;13.386;3.97;0.0;0.0;0.0;0.0;5.908;0.0;138.867;1598.57;2540;1328;147;28;414;3030;1;52050
78.032;12.007;24.701;12.795;5.019;0.0;0.0;0.0;0.0;5.884;0.0;138.441;1586.13;2590;8308;207;4;431;2835;0;55320
63.728;19.846;26.525;27.976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.074;1588.08;2256;300;75;0;324;2800;0;49035
62.596;21.61;31.336;23.602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.142;1592.2;2275;339;95;0;191;2730;0;47130
66.001;22.206;21.538;27.987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.732;1591.55;2346;2307;174;0;367;3361;0;49305
68.401;18.376;26.563;24.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.445;1588.66;2236;403;114;0;357;2818;0;48060
61.953;23.843;22.907;28.821;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.523;1590.1;2357;125;97;0;277;2799;0;47370
58.041;24.057;27.291;29.724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.111;1596.0;2323;991;137;0;383;2989;0;48900
55.245;25.894;26.996;29.551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.686;1596.9;2346;456;166;0;0;2734;0;47730
71.469;20.76;16.614;29.829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.675;1603.1;2275;293;105;0;214;2815;0;48090
68.372;21.208;19.981;29.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.741;1591.2;2227;183;96;0;309;2822;0;48105
71.896;18.208;28.646;29.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;147.76;1597.4;2281;71;95;0;299;2844;0;48090
66.803;20.964;22.387;28.082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.235;1588.4;2264;375;102;0;227;2768;0;47535
66.409;23.921;24.085;24.243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.658;1589.9;2284;63;96;0;298;2838;0;47565
62.472;22.488;22.143;30.899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.001;1589.8;2340;69;101;0;284;2886;0;47535
65.339;19.581;23.55;29.715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.186;1584.9;2329;356;112;26;219;3064;0;47565
77.221;12.231;21.499;13.701;7.391;0.0;0.0;0.0;0.0;6.822;0.0;138.864;1580.5;2323;62;140;26;333;2893;0;47640
81.683;12.084;21.491;10.046;6.253;0.0;0.0;0.0;0.0;6.869;0.0;138.425;1578.3;2337;1303;136;24;342;2848;0;47565
81.683;12.084;21.491;10.046;6.253;0.0;0.0;0.0;0.0;6.869;0.0;138.425;1578.3;2337;1303;136;24;342;2848;0;47565
79.773;13.666;22.805;13.729;2.752;0.0;0.0;0.0;0.0;5.376;0.0;138.099;1593.6;2424;71;86;0;262;2470;0;49050
74.709;12.609;24.592;13.502;0.0;0.0;0.0;0.0;0.0;5.2;0.0;130.612;1572.0;2497;311;131;33;244;2539;0;49095
81.323;13.664;24.118;15.245;0.0;0.0;0.0;0.0;0.0;3.866;0.0;138.215;1575.8;2450;623;122;31;269;2378;0;49065
81.389;15.42;24.612;13.124;0.0;0.0;0.0;0.0;0.0;4.093;0.0;138.635;1589.8;2506;74;120;34;354;2686;0;51090
73.019;13.606;22.93;14.861;0.0;0.0;0.0;0.0;0.0;5.447;0.0;129.864;1587.5;2286;128;110;32;357;2343;0;47610
79.172;13.465;26.544;13.748;0.0;0.0;0.0;0.0;0.0;5.393;0.0;138.323;1584.1;2402;65;85;10;306;2515;0;49590
84.699;13.151;23.69;12.478;0.0;0.0;0.0;0.0;0.0;4.309;0.0;138.329;1581.71;2419;68;74;0;289;2525;0;49575
81.889;14.856;23.157;13.355;0.0;0.0;0.0;0.0;0.0;5.008;0.0;138.267;1591.41;2475;1028;132;0;299;2555;0;50010
93.647;15.593;22.917;0.142;0.0;0.0;0.0;0.0;0.0;5.414;0.0;137.715;1595.89;2430;580;98;0;297;2565;0;50160
45.51;11.289;27.254;0.0;0.0;0.0;0.0;0.0;0.0;6.053;0.0;90.106;1585.11;1749;540;82;0;198;1882;0;36075
65.369;10.01;28.646;14.095;8.544;12.233;0.0;0.0;0.0;0.0;0.0;138.899;1613.69;0;510;100;0;288;876;1;53700
64.995;13.26;26.607;13.206;7.978;11.365;0.0;0.0;0.0;0.0;0.0;137.412;1585.69;0;231;79;0;289;728;0;52695
65.873;15.587;28.495;12.42;5.308;10.268;0.0;0.0;0.0;0.0;0.0;137.95;1584.4;0;69;76;0;234;744;0;53370
69.982;12.826;27.089;11.552;5.575;11.221;0.0;0.0;0.0;0.0;0.0;138.245;1587.8;0;1641;182;0;221;639;0;50565
65.9;15.885;24.647;11.548;9.136;10.629;0.0;0.0;0.0;0.0;0.0;137.746;1578.1;0;92;70;0;111;643;0;49140
75.627;11.175;20.49;9.853;9.392;12.129;0.0;0.0;0.0;0.0;0.0;138.667;1594.2;0;516;92;0;165;792;0;49140
70.487;12.999;24.503;9.412;0.0;12.344;0.0;0.0;0.0;8.571;0.0;138.315;1581.6;0;254;74;0;154;738;0;49080
70.487;12.999;24.503;9.412;0.0;12.344;0.0;0.0;0.0;8.571;0.0;138.315;1581.6;0;254;74;0;154;738;0;49080
71.404;11.077;24.393;10.15;7.994;13.334;0.0;0.0;0.0;0.0;0.0;138.353;1589.1;2160;158;102;12;214;2508;0;49620
75.821;15.0;31.469;15.0;8.0;10.0;0.0;0.0;0.0;0.0;0.0;155.29;1526.5;0;596;100;0;190;1433;0;68295
48.727;0.0;6.744;5.776;7.586;5.982;0.0;0.0;0.0;0.0;65.0;139.815;1607.61;3367;226;102;0;241;2371;1;60570
72.698;14.429;18.497;12.441;8.136;12.246;0.004;0.0;0.0;0.0;0.0;138.452;1619.2;2185;71;100;0;286;2764;0;49110
74.269;13.368;22.223;11.195;3.248;14.083;0.0;0.0;0.0;0.0;0.0;138.381;1630.0;2194;130;100;0;126;2720;1;49065
67.689;14.424;18.335;13.5;7.412;8.621;0.0;0.0;0.0;0.0;0.0;129.983;1570.2;2101;68;99;0;280;2660;0;47535
64.083;12.812;22.447;11.489;10.558;8.84;0.0;0.0;0.0;0.0;0.0;130.227;1578.4;2166;114;217;0;370;2660;0;47565
62.716;11.953;25.247;12.631;7.098;9.869;0.0;0.0;0.0;0.0;0.0;129.514;1579.0;2267;2809;217;0;303;2818;0;48045
69.128;9.101;22.668;10.947;9.207;9.558;0.0;0.0;0.0;0.0;0.0;130.611;1600.4;2250;153;119;0;183;3183;0;48075
68.253;10.953;22.812;10.272;9.886;8.38;0.004;0.0;0.0;0.0;0.0;130.56;1580.7;2278;497;123;0;203;3183;0;48060
69.852;11.808;16.991;13.021;7.477;10.951;0.0;0.0;0.0;0.0;0.0;130.103;1578.4;2374;451;123;0;351;2664;0;50535
72.679;16.821;18.16;12.819;8.008;10.45;0.0;0.0;0.0;0.0;0.0;138.931;1587.6;2458;83;103;0;353;2624;0;50985
71.725;10.357;23.884;9.507;11.257;11.536;0.003;0.0;0.0;0.0;0.0;138.271;1581.9;2422;223;96;0;324;2460;0;50565
72.565;11.105;21.622;12.857;7.353;12.627;0.0;0.0;0.0;0.0;0.0;138.127;1580.8;2413;71;102;0;333;2300;0;50550
66.071;13.53;24.514;13.453;8.321;12.575;0.0;0.0;0.0;0.0;0.0;138.461;1586.4;2579;184;130;0;264;2627;0;50040
77.782;15.035;24.75;11.585;8.304;12.373;0.0;0.0;0.0;0.0;0.0;149.832;1580.6;2599;156;130;0;234;2627;0;54555
68.869;12.902;27.74;10.719;9.115;9.308;0.002;0.0;0.0;0.0;0.0;138.654;1586.6;2368;74;82;0;190;2286;0;50055
71.027;12.231;30.097;10.513;7.483;7.758;0.0;0.0;0.0;0.0;0.0;139.108;1580.4;2416;77;99;0;175;2267;0;50040
64.193;13.75;33.518;11.863;4.531;10.023;0.0;0.0;0.0;0.0;0.0;137.876;1578.02;2343;77;92;0;169;2565;0;49035
70.644;14.153;23.923;11.62;8.032;10.38;0.004;0.0;0.0;0.0;0.0;138.756;1595.96;2632;265;91;0;235;2641;0;52575
70.644;11.067;28.557;11.402;7.963;8.648;0.0;0.0;0.0;0.0;0.0;138.28;1585.84;2647;237;101;0;361;2641;0;55545
74.976;14.51;18.729;13.721;4.9;11.369;0.001;0.0;0.0;0.0;0.0;138.206;1591.19;2168;3632;235;0;191;2764;0;47565
71.742;12.919;23.304;13.295;5.623;11.543;0.0;0.0;0.0;0.0;0.0;138.428;1588.44;2264;524;235;0;162;2848;0;49065
85.641;13.016;21.581;13.967;3.949;0.0;0.002;0.0;0.0;0.0;0.0;138.154;1593.43;2227;1057;104;0;232;2848;0;49065
79.897;13.755;28.222;12.008;5.221;0.0;0.0;0.0;0.0;0.0;0.0;139.107;1586.05;2348;3254;147;0;269;2848;0;49050
89.494;10.374;25.949;8.378;0.0;0.0;0.0;0.0;0.0;3.834;0.0;138.027;1582.5;2264;122;91;0;243;2869;0;48645
80.892;10.953;22.372;12.796;0.0;0.0;0.0;0.0;0.0;11.11;0.0;138.12;1583.6;2357;68;78;0;262;2933;0;49050
89.015;9.681;22.635;8.445;8.087;0.0;0.0;0.0;0.0;0.0;0.0;137.864;1583.7;2180;80;83;0;267;2933;0;48600
75.547;10.237;21.639;15.619;0.0;0.0;0.0;0.0;0.0;7.831;0.0;130.873;1580.9;2123;324;91;0;193;2710;0;47175
75.547;10.237;21.639;15.619;0.0;0.0;0.0;0.0;0.0;7.831;0.0;130.873;1580.9;2123;324;91;0;193;2710;0;47175
84.389;11.932;22.926;10.444;0.0;0.0;0.002;0.0;0.0;8.527;0.0;138.221;1580.5;2286;259;97;0;251;2710;0;48585
86.543;13.205;21.509;12.634;0.0;0.0;0.0;0.0;0.0;4.285;0.0;138.174;1587.9;2264;85;102;0;318;2699;0;48555
90.626;9.93;19.695;13.041;0.0;0.0;0.001;0.0;0.0;5.41;0.0;138.704;1580.0;2346;167;102;0;271;2738;0;48540
75.026;12.025;19.763;11.227;0.0;0.0;0.001;0.0;0.0;12.062;0.0;130.104;1579.9;2174;392;97;0;245;2813;0;46575
72.007;11.511;24.72;12.051;0.0;0.0;0.0;0.0;0.0;10.398;0.0;130.682;1576.1;2154;138;94;0;272;2813;0;46695
82.754;10.411;22.88;13.319;9.446;0.0;0.004;0.0;0.0;0.0;0.0;138.814;1578.5;2211;923;135;0;270;2740;0;48570
83.971;12.751;21.636;14.081;6.145;0.0;0.0;0.0;0.0;0.0;0.0;138.58;1573.8;2236;74;135;0;286;2664;0;48570
88.292;13.027;19.16;13.031;5.351;0.0;0.003;0.0;0.0;0.0;0.0;138.865;1590.0;2256;82;102;0;246;2664;0;48555
85.821;11.207;21.899;13.344;5.678;0.0;0.002;0.0;0.0;0.0;0.0;137.954;1584.4;2199;130;96;0;258;2755;0;48555
91.056;11.765;17.798;11.377;6.211;0.0;0.004;0.0;0.0;0.0;0.0;138.211;1578.5;2239;96;101;0;271;2755;0;48570
86.847;12.68;20.252;13.657;4.731;0.0;0.0;0.0;0.0;0.0;0.0;138.165;1572.2;2253;68;101;0;292;2703;0;48570
68.54;12.198;17.922;13.213;3.693;0.0;0.005;0.0;0.0;0.0;0.0;115.571;1574.4;2171;142;101;16;261;2703;0;48555
83.862;12.691;17.117;12.03;5.047;0.0;0.0;0.0;0.0;0.0;0.0;130.748;1587.2;2253;65;107;25;163;2715;0;48525
88.947;11.012;18.733;14.694;5.302;0.0;0.0;0.0;0.0;0.0;0.0;138.688;1575.78;2236;77;107;1;271;2715;0;48600
77.864;16.114;20.119;13.307;3.606;0.0;0.0;0.0;0.0;0.0;0.0;131.009;1577.37;2357;591;124;25;286;2857;0;48585
74.787;11.012;31.972;13.781;5.971;0.0;0.0;0.0;0.0;0.0;0.0;137.525;1592.56;2177;454;124;25;275;2857;0;48540
86.451;13.282;24.265;10.942;4.347;0.0;0.0;0.0;0.0;0.0;0.0;139.284;1584.68;2303;71;116;26;302;2769;0;48585
77.634;12.299;32.753;9.824;5.389;0.0;0.0;0.0;0.0;0.0;0.0;137.897;1582.65;2278;147;110;26;266;2791;0;48630
82.923;12.734;28.415;9.651;4.4;0.0;0.0;0.0;0.0;0.0;0.0;138.124;1584.32;2143;2173;108;25;277;2791;0;48570
69.011;12.832;27.726;11.338;9.359;0.0;0.0;0.0;0.0;0.0;0.0;130.268;1581.93;2073;249;102;24;275;2646;0;46080
82.442;12.269;19.923;10.039;4.726;0.0;0.0;0.0;0.0;0.0;0.0;129.398;1592.2;2143;215;105;25;286;2650;0;46065
78.924;10.834;27.956;12.204;7.021;0.0;0.0;0.0;0.0;0.0;0.0;136.938;1585.4;2241;988;137;25;264;2884;0;48615
88.871;11.348;24.016;10.138;3.666;0.0;0.0;0.0;0.0;0.0;0.0;138.042;1583.5;2253;168;137;25;317;2884;0;48675
101.747;11.126;25.803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.677;1594.2;2357;187;111;27;377;3018;0;50070
88.706;10.996;23.008;10.767;0.0;5.221;0.0;0.0;0.0;0.0;0.0;138.699;1595.7;2413;1507;144;26;352;3018;0;51525
111.47;5.759;11.882;9.908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.021;1611.08;3011;536;105;0;397;2463;1;65685
61.498;20.862;26.166;30.806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.331;1595.89;2379;3846;169;0;260;2243;0;52410
54.716;22.684;29.184;21.138;0.0;11.051;0.0;0.0;0.0;0.0;0.0;138.774;1593.0;2641;406;89;0;422;2429;0;53985
54.386;20.904;27.632;23.176;0.0;8.679;0.0;0.0;0.0;0.0;0.0;134.777;1601.53;2348;260;96;0;362;2265;0;51645
56.083;18.039;32.107;17.624;0.0;11.04;0.0;0.0;0.0;0.0;0.0;134.893;1596.18;2261;828;102;0;267;1987;0;48930
57.29;20.973;25.613;21.037;0.0;9.593;0.0;0.0;0.0;0.0;0.0;134.506;1620.1;2306;263;64;0;312;2192;0;49515
57.386;20.711;24.637;20.741;0.0;10.28;0.0;0.0;0.0;0.0;0.0;133.754;1613.2;2320;1385;99;0;313;2816;0;49995
68.232;14.385;26.87;10.188;7.146;11.208;0.0;0.0;0.0;0.0;0.0;138.029;1586.78;2590;347;92;0;406;2565;0;55590
65.121;12.974;22.569;10.301;7.747;11.775;0.0;0.0;0.0;0.0;0.0;130.485;1650.0;2354;825;99;0;192;2267;0;49050
76.97;15.939;26.021;10.964;8.479;0.0;0.0;0.0;0.0;0.0;0.0;138.374;1581.21;2227;755;147;0;289;2848;0;49050
85.282;10.877;26.955;11.204;4.568;0.0;0.004;0.0;0.0;0.0;0.0;138.889;1575.93;2199;249;94;0;212;2791;0;48735
79.992;15.241;26.26;9.745;7.69;0.0;0.002;0.0;0.0;0.0;0.0;138.928;1586.42;2253;88;79;0;302;2805;0;48630
77.505;12.523;27.799;10.489;10.627;0.0;0.005;0.0;0.0;0.0;0.0;138.947;1581.86;2444;425;84;0;301;2805;0;49920
82.645;11.809;30.357;10.268;4.264;0.0;0.0;0.0;0.0;0.0;0.0;139.341;1583.6;2123;71;84;0;252;2720;0;48555
76.858;12.29;23.824;13.003;4.873;0.0;0.0;0.0;0.0;0.0;0.0;130.847;1581.2;2292;836;91;0;247;2869;0;49095
64.894;22.381;36.027;0.0;0.0;10.834;0.0;0.0;0.0;0.0;0.0;134.135;1608.1;2287;482;76;0;268;2630;0;49605
35.175;22.159;16.069;8.195;0.0;9.226;0.0;0.0;0.0;0.0;0.0;90.823;1594.9;1637;888;132;0;160;2095;0;35025
66.885;25.406;25.402;0.0;0.0;9.876;27.5;0.0;0.0;0.0;0.0;155.07;1645.44;3220;392;120;0;287;1724;1;66060
64.129;28.557;15.9;13.132;13.906;0.0;0.0;3.013;0.0;0.0;0.0;138.636;1597.8;2621;206;114;0;479;2667;0;56550
65.282;26.382;14.786;13.661;16.076;0.0;0.0;2.665;0.0;0.0;0.0;138.851;1598.7;2486;86;98;0;420;2489;0;53895
67.114;25.866;16.161;14.255;11.6;0.0;0.0;3.209;0.0;0.0;0.0;138.205;1592.1;2433;197;96;0;274;2409;0;52980
62.549;30.584;15.744;13.705;10.85;0.0;0.0;4.084;0.0;0.0;0.0;137.518;1592.8;2334;71;91;0;180;2428;0;49095
61.988;31.259;15.783;12.261;14.276;0.0;0.0;2.877;0.0;0.0;0.0;138.443;1587.8;2340;651;117;0;253;2425;0;49095
73.343;26.187;16.367;13.229;18.137;0.0;0.0;3.035;0.0;0.0;0.0;150.297;1616.1;2579;71;130;33;230;2936;0;54060
66.162;26.783;16.269;14.197;13.47;0.0;0.0;1.985;0.0;0.0;0.0;138.867;1584.9;2751;2350;225;34;414;2925;0;57060
60.257;30.699;17.693;15.762;12.089;0.0;0.0;2.3;0.0;0.0;0.0;138.803;1584.5;2416;74;124;28;563;2710;0;52590
76.539;19.76;20.254;6.401;14.686;0.0;0.0;3.241;0.0;0.0;0.0;140.882;1650.0;3195;622;132;0;303;2555;0;64305
71.078;22.908;14.5;12.488;8.37;0.0;0.0;2.594;0.0;5.901;0.0;137.839;1592.8;2391;192;105;0;358;2304;1;52575
66.072;26.912;16.448;11.734;13.133;0.0;0.0;3.513;0.0;0.0;0.0;137.812;1599.6;2506;94;100;0;481;2391;0;52470
63.02;28.296;15.371;15.435;5.966;0.0;0.0;3.334;0.0;7.189;0.0;138.61;1594.5;2469;912;121;0;239;2577;0;54015
54.88;28.722;20.812;16.292;8.674;0.0;0.0;2.643;0.0;5.977;0.0;137.999;1596.6;2250;68;85;0;248;2440;0;50580
65.369;25.909;17.255;14.914;8.038;0.0;0.0;2.54;0.0;4.829;0.0;138.854;1590.9;2250;68;79;0;135;2358;0;49095
75.42;28.854;16.302;13.675;15.891;0.0;0.0;0.0;0.0;0.0;0.0;150.143;1592.4;2391;175;87;0;160;2698;0;53595
63.381;31.71;14.403;15.218;14.232;0.0;0.0;0.0;0.0;0.0;0.0;138.944;1589.6;2239;71;112;19;265;2354;0;49185
62.463;31.668;15.679;14.435;9.99;0.0;0.0;0.0;0.0;3.774;0.0;138.011;1586.8;2225;94;118;19;107;2300;0;49020
58.282;33.676;18.349;14.439;6.009;0.0;0.0;0.0;0.0;0.0;0.0;130.756;1605.6;2247;68;126;24;350;2435;0;50565
78.636;26.844;16.963;12.518;14.351;0.0;0.0;0.0;0.0;0.0;0.0;149.312;1584.9;2703;128;154;33;334;2794;0;54540
70.265;26.665;17.033;15.679;8.13;0.0;0.0;0.0;0.0;0.0;0.0;137.772;1587.4;2233;68;103;0;317;2685;0;49605
62.641;30.669;16.887;15.101;13.465;0.0;0.0;0.0;0.0;0.0;0.0;138.761;1589.7;2272;249;114;0;180;2598;0;49545
70.372;28.191;14.705;14.784;9.806;0.0;0.0;0.0;0.0;0.0;0.0;137.857;1587.1;2644;123;127;0;364;3451;0;55545
62.3;31.16;16.892;15.334;12.23;0.0;0.0;0.0;0.0;0.0;0.0;137.917;1575.2;2256;125;105;0;116;2812;0;49515
65.974;29.969;16.67;14.008;11.736;0.0;0.0;0.0;0.0;0.0;0.0;138.357;1588.87;2211;74;107;0;233;2816;0;49545
59.451;32.448;19.009;14.227;13.847;0.0;0.0;0.0;0.0;0.0;0.0;138.981;1574.91;2236;381;118;0;218;2878;0;49635
59.29;30.765;17.693;14.344;12.241;0.0;0.0;0.0;0.0;0.0;0.0;134.333;1583.3;2188;74;101;0;240;2729;0;48255
61.325;30.903;17.791;13.917;10.257;0.0;0.0;0.0;0.0;0.0;0.0;134.193;1581.28;2264;96;96;0;275;2793;0;48285
60.771;30.56;17.743;14.442;15.431;0.0;0.0;0.0;0.0;0.0;0.0;138.948;1580.7;2301;181;112;0;135;3046;0;50055
62.89;28.64;16.892;14.992;14.509;0.0;0.0;0.0;0.0;0.0;0.0;137.924;1578.24;2256;485;120;0;259;2924;0;50040
72.95;26.66;13.212;12.808;12.595;0.0;0.0;0.0;0.0;0.0;0.0;138.223;1584.9;2289;594;119;0;326;2873;0;50085
66.492;29.211;16.535;14.576;11.496;0.0;0.0;0.0;0.0;0.0;0.0;138.313;1578.24;2244;105;98;0;368;3008;0;50070
67.484;27.572;16.378;15.964;11.077;0.0;0.0;0.0;0.0;0.0;0.0;138.477;1581.1;2275;62;102;0;343;2897;0;49980
68.913;29.253;13.514;14.762;11.617;0.0;0.0;0.0;0.0;0.0;0.0;138.058;1582.2;2244;397;94;0;324;2873;0;50100
63.469;29.189;14.228;13.692;11.584;0.0;0.0;0.0;0.0;5.933;0.0;138.093;1585.6;2258;102;96;0;354;2865;0;50025
67.767;27.186;16.226;12.618;7.527;0.0;0.0;0.0;0.0;6.276;0.0;137.599;1579.3;2275;91;92;0;367;2885;0;50100
60.466;29.22;15.33;12.165;10.888;0.0;0.0;0.0;0.0;2.214;0.0;130.282;1579.1;2244;175;100;0;343;3086;0;50070
65.167;25.077;17.637;15.564;9.377;0.0;0.0;0.0;0.0;5.482;0.0;138.304;1578.4;2256;268;106;0;342;2906;0;49560
59.126;32.642;16.767;12.734;9.778;0.0;0.0;0.0;0.0;6.936;0.0;137.982;1583.7;2199;417;119;21;305;2921;0;49665
67.428;25.583;15.76;13.05;8.744;0.0;0.0;0.0;0.0;6.874;0.0;137.439;1583.3;2227;145;111;24;310;2836;0;49545
66.219;29.381;16.827;10.694;8.076;0.0;0.0;0.0;0.0;7.325;0.0;138.522;1579.5;2163;229;106;23;301;2771;0;49605
64.931;26.946;17.245;14.456;5.571;0.0;0.0;0.0;0.0;1.452;0.0;130.602;1582.7;2191;310;108;23;338;2975;0;49575
62.214;27.595;17.228;14.432;9.006;0.0;0.0;0.0;0.0;7.58;0.0;138.055;1585.3;2177;93;109;24;340;2816;0;49575
71.117;28.9;12.503;12.806;13.15;0.0;0.0;0.0;0.0;0.0;0.0;138.477;1583.2;2236;130;120;24;265;2946;0;49545
71.044;28.638;17.883;11.97;9.193;0.0;0.0;0.0;0.0;0.0;0.0;138.728;1586.7;2199;136;99;23;153;2945;0;49575
69.104;27.588;14.705;14.902;12.158;0.0;0.0;0.0;0.0;0.0;0.0;138.458;1579.3;2247;229;116;25;159;2951;0;49575
66.428;28.919;16.205;15.735;11.507;0.0;0.0;0.0;0.0;0.0;0.0;138.794;1590.3;2216;150;118;24;157;2953;0;49560
60.551;31.497;17.24;16.593;12.317;0.0;0.0;0.0;0.0;0.0;0.0;138.197;1583.6;2323;381;135;26;284;3024;0;50070
