1-2;Estructural;Fragmentada;Viruta;Bote_Fragmentado;Escarpa;Conos_y_Tortas;ARRABIO;1-2_Importacion;Estanada;Otras_Chatarras;Cargo_Total;SalidaHornoCucharaTemp;TiempoOnTotal;TiempoOffTotal;OxigenoMecheros;GasMecheros;GrafitoTotal;OxigenCojetTotal;SecuenciaEsPrimera_num;PotenciaActiva
61.438;22.438;20.568;13.37;9.612;4.443;0.0;0.0;0.0;6.847;0.0;138.717;1577.0;2331;68;75;34;129;2044;0;47985
60.509;26.492;11.379;14.345;8.882;3.633;0.0;0.0;0.0;5.248;0.0;130.487;1577.0;2368;68;79;37;96;2155;0;49065
60.252;24.795;14.335;12.542;5.586;6.109;0.0;0.0;0.0;6.847;0.0;130.464;1583.0;2320;68;75;35;98;2176;0;49560
65.747;23.767;22.475;10.579;4.698;5.771;0.0;0.0;0.0;5.499;0.0;138.537;1571.0;2348;71;77;36;187;2160;0;49170
58.736;27.501;20.064;13.976;9.317;4.069;0.0;0.0;0.0;5.285;0.0;138.946;1572.0;2391;71;78;36;196;2224;0;49545
59.04;25.861;17.93;14.683;9.196;6.895;0.0;0.0;0.0;5.204;0.0;138.81;1570.0;2447;71;82;38;163;2263;0;49545
66.156;23.714;21.045;11.5;6.584;3.521;0.0;0.0;0.0;6.153;0.0;138.675;1587.0;2458;311;80;37;141;2237;0;50550
64.547;25.952;20.26;13.933;4.411;4.79;0.0;0.0;0.0;4.839;0.0;138.731;1576.0;2472;71;9;0;152;2187;0;49050
62.733;24.611;18.541;14.133;8.564;5.241;0.0;0.0;0.0;4.639;0.0;138.462;1572.0;2427;71;8;0;197;2097;0;49065
49.097;25.123;22.541;11.817;4.834;4.397;0.0;0.0;17.919;2.438;0.0;138.165;1570.0;2402;215;8;0;188;2062;0;49005
50.323;24.933;18.413;10.834;10.577;3.439;0.0;0.0;14.898;5.0;0.0;138.419;1588.0;2379;65;9;0;236;2064;0;49050
39.499;25.886;12.836;10.85;12.392;5.63;0.0;0.0;17.747;5.941;0.0;130.778;1578.0;2391;136;66;23;179;2074;0;49020
44.993;22.423;17.904;13.868;11.729;7.428;0.0;0.0;13.96;4.883;0.0;137.187;1590.0;2407;65;99;37;181;2100;0;49035
48.373;23.244;20.698;12.526;4.67;5.35;0.0;0.0;17.389;5.45;0.0;137.7;1587.0;2441;68;99;37;210;2137;0;49065
49.712;25.346;14.214;12.286;9.694;7.249;0.0;0.0;13.76;4.768;0.0;137.029;1583.0;2444;71;100;38;219;2180;0;49050
47.254;24.284;17.128;14.197;5.55;4.725;0.0;0.0;15.349;6.502;0.0;134.991;1571.0;2399;71;99;37;130;2102;0;49035
47.254;24.284;17.128;14.197;5.55;4.725;0.0;0.0;15.349;6.502;0.0;134.991;1571.0;2399;71;99;37;130;2102;0;49035
47.254;24.284;17.128;14.197;5.55;4.725;0.0;0.0;15.349;6.502;0.0;134.991;1571.0;2399;71;99;37;130;2102;0;49035
44.764;24.456;17.15;15.992;4.691;6.06;0.0;0.0;17.75;4.877;0.0;135.741;1580.0;2301;266;95;36;196;2135;0;49035
49.395;20.644;24.553;11.314;8.768;6.519;0.0;0.0;12.604;4.495;0.0;138.291;1597.0;2351;192;7;0;200;2189;0;49155
40.099;24.33;26.004;12.215;9.208;4.254;0.0;0.0;14.03;8.095;0.0;138.235;1587.0;2382;305;8;0;231;2250;0;49395
41.767;27.082;20.102;12.046;10.412;2.231;0.0;0.0;16.759;8.188;0.0;138.587;1575.0;2393;97;7;0;225;2162;0;48060
40.327;23.779;17.838;15.633;9.661;5.556;0.0;0.0;13.471;4.449;0.0;130.715;1579.0;2196;293;8;0;164;2056;0;44550
45.65;26.49;16.951;11.952;9.072;4.653;0.0;0.0;16.651;3.72;0.0;135.14;1623.0;2258;116;7;0;191;2081;1;47235
37.535;24.744;18.31;12.27;7.828;6.315;0.0;0.0;16.076;5.241;0.0;128.321;1588.0;2323;153;7;0;268;2103;0;47535
44.981;25.972;16.469;14.261;7.406;5.133;0.0;0.0;18.007;5.717;0.0;137.947;1582.0;2284;569;21;0;167;2084;0;48090
36.707;25.539;25.109;13.738;7.593;2.838;0.0;0.0;18.349;5.919;0.0;135.792;1582.0;2391;99;7;0;188;2076;0;48090
66.526;26.326;22.045;7.413;3.89;4.609;0.0;0.0;0.0;4.844;0.0;135.653;1577.0;2354;282;7;0;170;2092;0;48030
58.422;25.416;16.499;15.118;10.299;6.109;0.0;0.0;0.0;3.797;0.0;135.661;1576.0;2270;74;7;0;166;1990;0;47550
61.446;29.066;13.337;12.183;9.68;3.513;0.0;0.0;0.0;5.957;0.0;135.181;1575.0;2295;77;7;0;163;1996;0;47055
59.699;29.647;12.842;12.421;9.044;6.527;0.0;0.0;0.0;5.48;0.0;135.66;1572.0;2225;426;8;0;197;1898;0;46560
59.751;29.121;18.219;10.976;5.827;5.013;0.0;0.0;0.0;6.704;0.0;135.613;1574.0;2295;209;7;0;134;2078;0;46080
57.469;25.104;18.278;14.204;5.815;7.65;0.0;0.0;0.0;7.428;0.0;135.95;1575.0;2270;71;78;36;169;1969;0;46050
62.867;25.78;16.752;11.572;8.339;4.626;0.0;0.0;0.0;5.215;0.0;135.153;1579.0;2424;583;87;40;154;2142;0;47550
61.559;24.575;15.821;15.811;6.328;5.583;0.0;0.0;0.0;5.539;0.0;135.214;1572.0;2213;80;13;2;181;1998;0;46560
47.725;28.818;15.569;12.223;4.59;6.328;0.0;0.0;14.996;5.493;0.0;135.741;1573.0;2216;71;8;0;141;1957;0;46620
47.725;28.818;15.569;12.223;4.59;6.328;0.0;0.0;14.996;5.493;0.0;135.741;1573.0;2216;71;8;0;141;1957;0;46620
53.614;27.175;18.252;16.649;4.271;3.17;0.0;0.0;14.685;0.0;0.0;137.816;1576.0;2292;94;8;0;167;2088;0;46560
50.763;28.173;18.596;7.804;5.081;5.133;0.0;0.0;15.97;5.526;0.0;137.045;1567.0;2301;68;7;0;162;2085;0;46755
46.567;26.077;22.435;14.151;3.889;4.699;0.0;0.0;15.067;5.312;0.0;138.195;1581.0;2317;68;102;38;234;2073;0;47055
44.783;27.292;21.575;10.056;5.186;3.911;0.0;0.0;14.32;3.753;0.0;130.874;1572.0;2433;713;104;39;213;2187;0;47085
49.711;26.562;15.273;11.203;5.215;5.366;0.0;0.0;14.898;4.628;0.0;132.856;1572.0;2399;71;103;39;209;2150;0;47580
55.526;27.199;12.307;5.718;5.729;6.884;0.0;0.0;17.49;4.877;0.0;135.731;1572.0;2329;62;99;38;192;2094;0;47595
56.292;22.582;15.397;10.539;4.282;4.335;0.0;0.0;16.381;5.583;0.0;135.391;1570.0;2281;248;93;35;223;2144;0;47670
37.57;24.311;16.774;12.535;7.699;7.648;0.0;0.0;17.383;6.519;0.0;130.439;1572.0;2205;186;95;36;183;2047;0;46125
37.57;24.311;16.774;12.535;7.699;7.648;0.0;0.0;17.383;6.519;0.0;130.439;1572.0;2205;186;95;36;183;2047;0;46125
43.344;33.147;15.555;5.515;8.237;6.413;0.0;0.0;15.989;7.769;0.0;135.969;1574.0;2225;144;94;36;175;2041;0;47595
49.555;26.715;18.334;10.35;8.16;5.439;0.0;0.0;11.638;5.275;0.0;135.464;1573.0;2301;110;97;36;209;2104;0;47640
36.529;29.566;13.119;12.956;8.466;6.288;0.0;0.0;17.866;5.279;0.0;130.07;1575.0;2185;193;94;36;205;1952;0;46125
36.529;29.566;13.119;12.956;8.466;6.288;0.0;0.0;17.866;5.279;0.0;130.07;1575.0;2185;193;94;36;205;1952;0;46125
47.113;21.215;19.191;11.289;9.266;4.8;0.0;0.0;16.863;6.055;0.0;135.794;1578.0;2357;384;100;38;193;2138;0;47625
39.9;30.42;19.369;14.642;4.271;4.769;0.0;0.0;18.05;4.552;0.0;135.975;1570.0;2278;173;15;3;180;2060;0;47565
40.594;26.771;11.859;10.407;9.267;4.997;0.0;0.0;19.424;6.961;0.0;130.28;1576.0;2185;83;7;0;168;1938;0;45615
55.495;18.042;16.37;12.48;3.906;4.585;0.0;0.0;17.557;6.847;0.0;135.281;1572.0;2306;971;10;0;223;2060;0;47115
41.073;26.017;17.461;11.103;8.785;6.0;0.0;0.0;14.812;4.877;0.0;130.128;1577.0;2143;108;6;0;201;1954;0;45105
39.999;28.215;13.336;11.067;8.172;7.78;0.0;0.0;16.412;5.171;0.0;130.154;1580.0;2233;96;63;29;172;1954;0;45210
58.476;24.679;15.492;11.835;9.75;4.348;0.0;0.0;0.0;5.575;0.0;130.155;1577.0;2171;77;6;0;119;2057;0;45060
61.825;22.608;17.031;10.882;6.361;5.811;0.0;0.0;0.0;5.93;0.0;130.446;1579.0;2157;65;65;30;59;2060;0;45060
61.184;23.975;15.383;11.546;8.513;4.281;0.0;0.0;0.0;5.701;0.0;130.583;1566.0;2233;65;73;34;129;2128;0;45060
64.178;27.469;12.902;13.179;5.591;4.812;0.0;0.0;0.0;6.923;0.0;135.055;1579.0;2374;65;73;34;120;2307;0;47070
56.599;25.137;19.327;13.161;7.715;4.364;0.0;0.0;0.0;4.206;0.0;130.51;1582.0;2267;65;73;33;111;2270;0;47055
62.221;26.402;11.838;12.223;4.445;6.467;0.0;0.0;0.0;6.456;0.0;130.054;1580.0;2166;88;71;33;44;2064;0;45060
63.935;23.417;17.675;11.409;8.247;5.7;0.0;0.0;0.0;5.024;0.0;135.406;1576.0;2303;71;72;33;127;2359;0;48555
67.495;24.998;15.923;8.825;4.664;5.86;0.0;0.0;0.0;7.406;0.0;135.172;1575.0;2191;68;69;32;169;2176;0;46575
49.074;23.942;20.102;9.206;4.584;5.36;0.0;0.0;16.835;6.142;0.0;135.244;1593.0;2225;77;71;33;135;2194;0;46545
40.393;26.796;29.791;7.058;3.197;7.596;0.0;0.0;14.805;6.299;0.0;135.934;1583.0;2241;74;51;22;171;2230;0;46560
55.547;24.206;17.248;8.054;5.653;5.368;0.0;0.0;14.88;4.626;0.0;135.582;1582.0;2312;38;0;0;173;2297;0;46605
53.93;27.355;16.455;7.065;3.748;5.686;0.0;0.0;16.027;5.517;0.0;135.782;1574.0;2281;74;8;0;181;2264;0;46560
40.131;26.767;24.389;11.865;5.371;5.56;0.0;0.0;16.662;4.11;0.0;134.856;1581.0;2312;68;8;0;215;2244;0;46560
57.813;28.638;15.511;1.367;4.768;5.654;0.0;0.0;13.752;8.112;0.0;135.614;1570.0;2289;71;8;0;269;2241;0;46545
59.385;20.509;23.69;0.0;3.532;4.74;0.0;0.0;16.667;7.272;0.0;135.796;1577.0;2374;642;87;32;194;2297;0;47070
59.385;20.509;23.69;0.0;3.532;4.74;0.0;0.0;16.667;7.272;0.0;135.796;1577.0;2374;642;87;32;194;2297;0;47070
50.95;37.04;18.161;0.0;3.53;4.466;0.0;0.0;15.361;5.784;0.0;135.287;1582.0;2343;155;94;35;203;2310;0;47085
51.122;27.887;23.274;0.0;6.385;0.0;0.0;0.0;19.759;6.699;0.0;135.128;1581.0;2396;175;95;36;250;2317;0;47010
44.675;30.517;16.711;5.155;8.008;2.588;0.0;0.0;23.173;4.758;0.0;135.582;1584.0;2312;170;90;34;169;2298;0;47130
53.757;17.195;22.501;5.777;4.785;4.277;0.0;0.0;17.405;4.757;0.0;130.456;1579.0;2337;96;92;35;187;2301;0;47070
44.784;26.303;17.4;5.308;3.562;4.167;0.0;0.0;24.186;5.013;0.0;130.723;1579.0;2216;68;90;34;193;2103;0;45540
50.679;30.033;16.998;4.309;3.547;4.211;0.0;0.0;18.208;2.046;0.0;130.03;1589.0;2121;198;84;31;218;2201;0;45585
48.88;25.972;18.529;6.546;9.115;3.673;0.0;0.0;16.667;5.74;0.0;135.122;1583.0;2267;184;89;33;210;2256;0;47115
53.186;28.153;17.684;5.4;3.82;4.893;0.0;0.0;17.242;5.542;0.0;135.924;1586.0;2284;91;90;34;200;2264;0;47100
38.797;27.773;19.944;9.404;10.359;0.0;0.0;0.0;18.897;3.657;0.0;128.831;1582.0;2289;71;92;34;204;2215;0;47085
55.81;18.592;18.198;4.822;12.701;0.0;0.0;0.0;20.226;4.877;0.0;135.226;1584.0;2244;74;88;33;161;2243;0;47085
65.797;26.52;11.084;10.319;7.479;6.635;0.0;0.0;0.0;7.27;0.0;135.104;1588.0;2298;673;91;33;192;2253;0;47040
61.853;27.576;12.432;9.497;7.97;6.693;0.0;0.0;0.0;4.124;0.0;130.146;1583.0;2146;74;87;33;149;2063;0;45075
65.038;27.993;12.533;4.606;8.194;6.918;0.0;0.0;0.0;4.899;0.0;130.18;1582.0;2205;302;96;36;152;2118;0;45030
56.375;27.307;15.623;10.297;10.373;5.466;0.0;0.0;0.0;5.4;0.0;130.842;1594.0;2227;102;80;32;147;2370;0;45075
32.615;21.166;5.045;9.963;9.803;6.55;0.0;0.0;0.0;5.561;0.0;90.701;1580.0;1718;227;6;0;264;2101;0;36555
43.022;43.75;14.996;13.696;7.4;5.04;0.0;0.0;22.529;4.817;0.0;155.25;1612.0;3696;187;12;0;164;1116;1;70530
32.158;36.759;6.445;5.702;5.597;5.426;0.0;0.0;40.509;6.283;0.0;138.879;1594.0;2647;331;9;0;306;2443;0;51540
39.157;35.486;5.477;6.519;4.46;1.866;0.0;0.0;41.113;4.56;0.0;138.638;1592.0;2540;68;8;0;258;2367;0;50625
35.117;38.159;4.915;6.375;5.586;4.275;0.0;0.0;39.854;4.547;0.0;138.828;1593.0;2441;68;8;0;245;2178;0;50535
33.098;33.566;10.806;7.446;4.948;5.957;0.0;0.0;34.954;8.177;0.0;138.954;1580.0;2444;88;8;0;179;2233;0;49035
34.05;35.69;9.793;7.259;4.773;5.214;0.0;0.0;34.166;7.059;0.0;138.002;1609.0;2348;80;8;0;161;2176;0;49035
36.67;34.207;6.333;6.535;4.867;3.366;0.0;0.0;37.486;8.783;0.0;138.247;1611.0;2405;572;12;0;213;2247;0;49035
32.559;36.602;5.55;6.115;6.148;7.514;0.0;0.0;26.153;9.815;0.0;130.457;1611.0;2804;308;26;0;243;1681;0;49530
41.642;34.504;6.77;5.001;3.732;4.058;0.0;0.0;35.612;7.446;0.0;138.766;1583.0;2540;91;9;0;239;2294;0;49035
41.642;34.504;6.77;5.001;3.732;4.058;0.0;0.0;35.612;7.446;0.0;138.766;1583.0;2540;91;9;0;239;2294;0;49035
47.824;34.421;8.128;0.0;2.656;4.264;0.0;0.0;34.846;5.61;0.0;137.75;1576.0;2438;637;10;0;195;2195;0;49020
47.824;34.421;8.128;0.0;2.656;4.264;0.0;0.0;34.846;5.61;0.0;137.75;1576.0;2438;637;10;0;195;2195;0;49020
39.209;31.876;6.061;6.748;4.834;4.642;0.0;0.0;33.134;5.782;0.0;132.288;1585.0;2455;248;9;0;216;2211;0;49005
39.209;31.876;6.061;6.748;4.834;4.642;0.0;0.0;33.134;5.782;0.0;132.288;1585.0;2455;248;9;0;216;2211;0;49005
54.54;31.214;8.811;5.746;4.615;5.154;0.0;0.0;18.733;6.294;0.0;135.106;1590.0;2545;254;98;37;255;2316;0;50505
32.997;40.573;5.848;5.488;8.326;4.277;0.0;0.0;27.542;10.059;0.0;135.11;1586.0;2388;77;99;37;230;2175;0;49020
32.818;30.741;6.874;5.556;9.443;5.67;0.0;0.0;33.159;6.294;0.0;130.554;1579.0;2391;106;104;39;231;2060;0;47145
46.425;36.806;6.322;3.715;6.993;4.299;0.0;0.0;25.988;4.719;0.0;135.269;1577.0;2346;119;102;37;223;2109;0;47985
29.581;41.217;5.778;7.01;7.806;3.0;0.0;0.0;36.321;5.225;0.0;135.937;1581.0;2362;88;99;37;223;2117;0;48060
37.832;31.757;5.657;5.76;6.592;3.077;0.0;0.0;34.804;4.675;0.0;130.155;1615.0;2362;474;105;39;198;1918;1;46065
41.366;36.356;4.378;6.906;7.49;3.244;0.0;0.0;34.603;4.21;0.0;138.554;1594.0;2450;415;102;39;195;2175;0;48510
46.03;30.961;7.408;4.746;8.512;5.199;0.0;0.0;30.019;5.821;0.0;138.694;1578.0;2545;4383;19;0;357;2231;0;50475
29.108;37.161;7.238;5.203;7.964;5.957;0.0;0.0;41.248;4.368;0.0;138.246;1585.0;2424;71;7;0;163;2037;0;48540
37.131;35.865;7.424;6.89;8.339;2.837;0.0;0.0;34.355;5.199;0.0;138.038;1588.0;2385;68;8;0;143;2072;0;48510
39.654;34.03;6.299;6.039;5.908;4.818;0.0;0.0;36.582;5.279;0.0;138.608;1576.0;2289;148;18;0;69;1772;0;46530
31.682;36.477;5.373;7.206;7.747;6.382;0.0;0.0;36.311;7.708;0.0;138.886;1588.0;2337;323;9;0;75;1976;0;50040
36.501;33.462;7.541;6.939;4.899;6.44;0.0;0.0;36.837;6.109;0.0;138.727;1578.0;2424;74;8;0;92;1936;0;48540
34.567;34.278;5.406;7.288;7.227;4.702;0.0;0.0;37.539;7.239;0.0;138.243;1576.0;2332;92;7;0;87;1864;0;48540
41.494;31.536;6.462;6.852;4.2;3.147;0.0;0.0;35.453;6.115;0.0;135.26;1591.0;2222;77;7;0;57;2059;0;47565
38.151;33.316;5.777;6.906;5.925;3.884;0.0;0.0;31.17;5.428;0.0;130.556;1571.0;2388;1014;88;35;183;1950;0;48555
36.573;39.228;7.813;0.0;4.374;7.482;0.0;0.0;36.475;6.733;0.0;138.68;1571.0;2464;707;98;41;267;1981;0;48555
35.267;36.395;5.086;5.297;6.727;4.457;0.0;0.0;38.842;6.333;0.0;138.404;1609.0;2385;71;90;34;214;2242;0;48495
34.96;35.485;5.703;7.075;5.967;3.912;0.0;0.0;35.82;6.684;0.0;135.606;1608.0;2331;80;0;0;168;0;0;48060
36.101;37.485;5.18;6.96;5.09;5.84;0.0;0.0;32.616;5.777;0.0;135.048;1604.0;2458;74;100;37;232;2241;0;48105
32.507;38.851;5.078;6.299;4.637;7.59;0.0;0.0;35.796;4.443;0.0;135.204;1596.0;2441;74;105;39;185;2172;0;48075
30.837;35.727;13.654;5.946;3.988;5.226;0.0;0.0;37.037;3.0;0.0;135.415;1585.0;2478;1551;0;0;178;2236;0;48060
46.146;36.291;11.421;0.0;4.282;3.163;0.0;0.0;33.948;0.0;0.0;135.25;1579.0;2464;426;9;0;144;2202;0;48060
46.146;36.291;11.421;0.0;4.282;3.163;0.0;0.0;33.948;0.0;0.0;135.25;1579.0;2464;426;9;0;144;2202;0;48060
37.666;36.06;5.411;5.259;8.106;5.537;0.0;0.0;36.626;0.0;0.0;134.665;1575.0;2368;94;8;0;148;2072;0;47565
37.369;40.781;9.814;6.521;7.572;4.964;0.0;0.0;28.232;0.0;0.0;135.255;1574.0;2323;558;8;0;149;2042;0;47520
46.195;32.415;11.199;5.182;3.228;3.535;0.0;0.0;36.938;0.0;0.0;138.692;1570.0;2438;688;9;0;158;2178;0;48555
38.83;34.187;8.263;6.071;3.529;4.78;0.0;0.0;42.641;0.0;0.0;138.301;1578.0;2362;74;7;0;125;2101;0;48510
44.736;34.585;5.771;5.4;4.297;2.978;0.0;0.0;40.151;0.0;0.0;137.921;1574.0;2385;69;7;0;155;2163;0;48510
47.759;42.937;5.577;7.71;3.006;4.807;0.0;0.0;19.131;0.0;0.0;130.926;1573.0;2284;333;8;0;125;1971;0;46020
40.402;36.859;7.152;5.084;3.113;4.108;0.0;0.0;41.172;0.0;0.0;137.89;1573.0;2393;96;7;0;112;2121;0;48075
44.376;35.144;6.673;7.281;4.451;7.444;0.0;0.0;25.221;0.0;0.0;130.591;1582.0;2202;147;10;0;133;1998;0;45360
42.0;33.015;5.951;6.906;3.065;5.902;0.0;0.0;41.251;0.0;0.0;138.092;1574.0;2416;147;8;0;116;2098;0;48060
43.641;35.157;5.697;7.265;4.729;0.0;0.0;0.0;38.881;0.0;0.0;135.37;1569.0;2424;499;9;0;136;2003;0;47025
44.385;32.208;10.43;6.519;4.449;0.0;0.0;0.0;37.786;0.0;0.0;135.776;1566.0;2393;645;9;0;91;1953;0;46545
38.973;35.509;10.753;7.053;7.921;0.0;0.0;0.0;34.762;0.0;0.0;134.972;1564.0;2382;65;7;0;126;1969;0;46035
42.179;28.777;7.637;6.142;5.029;0.0;0.0;0.0;39.713;6.459;0.0;135.937;1562.0;2306;68;7;0;114;1843;0;45510
48.074;22.134;9.392;13.555;5.215;0.0;0.0;0.0;32.879;4.992;0.0;136.241;1567.0;2298;193;8;0;107;1910;0;45510
32.206;28.946;8.707;13.915;5.024;0.0;0.0;0.0;35.473;5.837;0.0;130.107;1565.0;2272;68;77;36;94;1806;0;45570
44.976;32.977;15.951;0.0;0.0;0.0;0.0;0.0;36.668;0.0;0.0;130.572;1575.0;2149;288;79;37;68;1711;0;45555
44.805;24.594;15.203;12.579;0.0;0.0;0.0;0.0;33.211;4.495;0.0;134.888;1568.0;2309;68;0;39;67;1858;0;45540
38.194;35.441;11.111;5.74;0.0;0.0;0.0;0.0;38.329;5.382;0.0;134.198;1573.0;2317;150;84;39;116;1992;0;45525
41.375;26.526;11.521;14.88;0.0;0.0;0.0;0.0;40.552;0.0;0.0;134.854;1580.0;2365;238;8;0;120;1881;0;45570
50.269;31.113;10.401;12.143;0.0;0.0;0.0;0.0;32.823;0.0;0.0;136.749;1569.0;2362;212;8;0;95;1914;0;45585
54.97;34.203;6.557;4.348;0.0;0.0;0.0;0.0;32.502;0.0;0.0;132.58;1580.0;2424;175;8;0;115;1878;0;45555
51.949;35.389;7.031;5.605;0.0;5.556;0.0;0.0;30.384;0.0;0.0;135.913;1581.0;2275;145;8;0;119;1985;0;45465
44.714;38.856;5.939;4.942;5.957;4.828;0.0;0.0;30.252;0.0;0.0;135.489;1583.0;2320;305;8;0;95;1979;0;45540
36.172;34.262;10.868;5.246;6.922;4.999;0.0;0.0;28.955;7.44;0.0;134.864;1581.0;2374;564;9;0;127;1977;0;45570
67.674;21.85;16.34;28.975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134.839;1633.0;2309;302;8;0;194;2227;1;45555
55.484;27.444;21.343;26.387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.656;1591.0;2115;130;0;0;90;2312;0;44100
65.26;21.938;19.544;28.502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.244;1592.0;2227;1000;10;0;139;2415;0;45165
54.896;23.897;17.136;29.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.097;1581.0;2123;288;7;0;113;2151;0;42585
66.469;19.987;16.173;32.998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.626;1585.0;2208;111;7;0;85;2404;0;45555
61.756;23.959;18.128;31.344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.187;1585.0;2219;77;7;0;82;2448;0;45060
60.877;22.566;19.142;32.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.094;1582.0;2256;429;9;0;87;2668;0;44565
60.616;22.597;19.959;32.117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.291;1574.0;2258;963;9;0;90;2547;0;44025
60.674;22.193;16.215;29.312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.395;1577.0;2196;406;8;0;50;2366;0;44055
62.062;24.139;15.415;34.106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.722;1580.0;2149;74;7;0;59;2351;0;44055
58.223;24.025;15.513;31.408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;129.167;1579.0;2182;71;65;30;61;2303;0;44055
54.679;24.395;15.658;35.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.051;1580.0;2180;71;64;29;57;2322;0;44040
64.634;22.754;16.202;32.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.85;1573.0;2264;178;68;31;89;2408;0;44070
61.085;22.545;15.77;31.403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.805;1591.0;2216;421;66;29;189;2485;0;44115
60.96;28.504;13.492;32.138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.096;1585.0;2306;71;67;30;114;2537;0;46035
66.122;25.724;13.99;30.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.891;1612.0;2275;74;65;30;99;2531;0;45720
72.857;15.122;16.438;31.232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.65;1574.0;2205;381;17;4;133;1721;0;46035
71.689;19.98;16.648;5.236;3.949;4.188;0.0;0.0;14.527;0.0;0.0;136.217;1593.0;2346;1109;11;0;81;1930;0;46050
48.18;17.161;5.499;5.686;4.843;5.843;0.0;0.0;37.013;7.192;0.0;131.416;1576.0;2368;193;12;0;137;1967;0;46020
38.911;34.841;9.322;6.733;4.993;4.069;0.0;0.0;31.858;4.443;0.0;135.17;1579.0;2399;473;10;0;83;1948;0;46545
38.153;32.536;6.852;5.925;5.22;5.446;0.0;0.0;33.226;7.943;0.0;135.303;1579.0;2475;71;99;40;129;2035;0;46575
38.153;32.536;6.852;5.925;5.22;5.446;0.0;0.0;33.226;7.943;0.0;135.303;1579.0;2475;71;99;40;129;2035;0;46575
66.209;17.154;12.211;5.4;4.833;0.64;0.0;0.0;17.676;6.077;0.0;130.202;1583.0;2450;240;101;41;145;2004;0;46140
59.8;14.577;8.714;12.591;9.099;1.085;0.0;0.0;29.338;0.0;0.0;135.205;1582.0;2472;366;101;41;131;2067;0;46575
64.184;18.652;4.443;12.958;5.799;0.0;0.0;0.0;24.952;4.753;0.0;135.741;1586.0;2447;645;98;39;126;2095;0;46560
52.915;17.607;6.115;13.985;7.026;1.297;0.0;0.0;28.697;7.829;0.0;135.47;1579.0;2602;75;100;41;133;2059;0;46650
63.418;19.819;8.86;11.711;5.804;1.91;0.0;0.0;15.148;8.73;0.0;135.399;1583.0;2379;93;95;39;163;2061;0;46740
58.033;24.696;16.745;11.199;4.986;0.0;0.0;0.0;31.0;4.075;0.0;150.734;1581.0;2627;293;94;38;158;2804;0;52110
58.033;24.696;16.745;11.199;4.986;0.0;0.0;0.0;31.0;4.075;0.0;150.734;1581.0;2627;293;94;38;158;2804;0;52110
50.239;23.147;12.402;8.327;5.03;1.666;0.0;0.0;26.13;8.155;0.0;135.094;1574.0;2286;198;8;0;142;2051;0;46545
59.748;23.275;4.655;12.507;4.282;0.0;0.0;0.0;25.635;8.567;0.0;138.668;1585.0;2323;144;8;0;108;2149;0;47565
29.778;14.321;8.182;13.538;4.457;1.59;0.0;0.0;57.704;6.044;0.0;135.614;1573.0;2309;136;8;0;111;2221;0;46560
54.202;15.917;12.039;12.372;4.479;0.0;0.0;0.0;31.084;5.268;0.0;135.361;1613.0;2351;477;8;0;115;2178;0;46590
51.074;21.285;9.836;12.728;4.833;0.0;0.0;0.0;32.141;3.581;0.0;135.477;1576.0;2298;791;26;0;106;2570;0;46530
42.113;23.813;11.095;12.628;7.075;0.0;0.0;0.0;33.816;4.677;0.0;135.217;1578.0;2284;71;7;0;113;2258;0;46560
44.57;22.477;9.408;13.313;4.457;0.0;0.0;0.0;34.148;6.907;0.0;135.28;1572.0;2340;136;7;0;114;2285;0;46560
42.83;21.259;13.211;13.405;4.506;0.0;0.0;0.0;33.549;6.88;0.0;135.637;1585.0;2340;71;7;0;111;2337;0;46560
39.649;22.09;11.323;14.296;6.322;0.0;0.0;0.0;34.754;6.494;0.0;134.927;1583.0;2272;173;7;0;113;2189;0;46560
40.937;24.101;11.838;13.937;3.644;0.0;0.0;0.0;33.827;7.021;0.0;135.305;1573.0;2458;88;7;0;121;2344;0;46575
82.756;0.0;10.249;18.926;5.0;0.0;0.0;0.0;12.454;6.109;0.0;135.491;1582.0;2391;161;40;13;151;2286;0;46545
50.681;9.071;10.851;14.201;0.458;4.074;0.0;0.0;36.941;4.633;0.0;130.912;1585.0;2433;102;65;23;148;2339;0;46590
80.271;0.0;7.53;16.037;0.0;0.0;0.0;0.0;29.615;2.427;0.0;135.88;1580.0;2377;434;67;23;116;2286;0;46590
